cve_id,published_date,description,cvss_base_score,vendor,product_name,version_start,version_end,version_note,cisa_kev,first_epss,reference_url,source_snapshot_date
CVE-2022-8339,2022-11-07,Information disclosure in Web Application Firewall API endpoint leaks sensitive cryptographic keys and internal session tokens,7.4,SecNet,Web Application Firewall,2.0.0,2.9.9,,False,0.02016,https://nvd.nist.gov/vuln/detail/CVE-2022-8339,2025-01-15
CVE-2025-6625,2025-12-08,SQL injection flaw in Cloud Database Engine backend parser allows unauthorized read and write access to sensitive database tables,7.8,CloudData,Cloud Database Engine,5.2.0,5.5.0,,False,0.03621,https://nvd.nist.gov/vuln/detail/CVE-2025-6625,2025-01-15
CVE-2025-7668,2025-01-09,Authentication bypass in Embedded IoT Gateway session handling allows unauthenticated attacker to bypass administrative controls,8.9,IoT Systems,Embedded IoT Gateway,,,Affects firmware builds without TPM attestation enabled,False,0.40458,https://nvd.nist.gov/vuln/detail/CVE-2025-7668,2025-01-15
CVE-2025-8390,2025-02-10,Information disclosure in Embedded IoT Gateway API endpoint leaks sensitive cryptographic keys and internal session tokens,7.4,IoT Systems,Embedded IoT Gateway,1.8.0,1.9.0,,False,0.02423,https://nvd.nist.gov/vuln/detail/CVE-2025-8390,2025-01-15
CVE-2025-7190,2025-03-11,SQL injection flaw in Embedded IoT Gateway backend parser allows unauthorized read and write access to sensitive database tables,7.6,IoT Systems,Embedded IoT Gateway,1.7.0,1.8.5,,False,0.04155,https://nvd.nist.gov/vuln/detail/CVE-2025-7190,2025-01-15
CVE-2026-8041,2026-04-12,Cross-site scripting (XSS) and CSRF in Embedded IoT Gateway web interface allows attacker to hijack authenticated analyst sessions,4.5,IoT Systems,Embedded IoT Gateway,1.0.0,1.7.5,,False,0.70412,https://nvd.nist.gov/vuln/detail/CVE-2026-8041,2025-01-15
CVE-2023-4843,2023-05-13,Remote code execution in Web Application Firewall allows unauthenticated remote attacker to execute arbitrary commands with full system privileges,9.3,SecNet,Web Application Firewall,2.0.0,2.9.9,,False,0.00052,https://nvd.nist.gov/vuln/detail/CVE-2023-4843,2025-01-15
CVE-2026-1064,2026-06-14,SQL injection flaw in Web Application Firewall backend parser allows unauthorized read and write access to sensitive database tables,7.6,SecNet,Web Application Firewall,3.1.0,3.5.0,,False,0.02844,https://nvd.nist.gov/vuln/detail/CVE-2026-1064,2025-01-15
CVE-2026-6541,2026-07-15,Improper certificate validation in Enterprise Router OS TLS transport handler allows man-in-the-middle data interception,4.3,NetRoute,Enterprise Router OS,,,Manual inspection required for BGP routing daemon sub-module,False,0.77262,https://nvd.nist.gov/vuln/detail/CVE-2026-6541,2025-01-15
CVE-2023-8554,2023-08-16,Cross-site scripting (XSS) and CSRF in Enterprise Router OS web interface allows attacker to hijack authenticated analyst sessions,4.9,NetRoute,Enterprise Router OS,12.0,12.5,,False,0.0055,https://nvd.nist.gov/vuln/detail/CVE-2023-8554,2025-01-15
CVE-2022-2853,2022-09-17,SQL injection flaw in Embedded IoT Gateway backend parser allows unauthorized read and write access to sensitive database tables,7.7,IoT Systems,Embedded IoT Gateway,1.7.0,1.8.5,,False,0.01202,https://nvd.nist.gov/vuln/detail/CVE-2022-2853,2025-01-15
CVE-2026-5107,2026-10-18,Authentication bypass in Embedded IoT Gateway session handling allows unauthenticated attacker to bypass administrative controls,7.9,IoT Systems,Embedded IoT Gateway,1.0.0,1.7.5,,False,0.03971,https://nvd.nist.gov/vuln/detail/CVE-2026-5107,2025-01-15
CVE-2023-1512,2023-11-19,Privilege escalation in Web Application Firewall daemon allows low-privilege attacker to obtain elevated system administrator permissions,7.9,SecNet,Web Application Firewall,2.0.0,2.9.9,,False,0.02434,https://nvd.nist.gov/vuln/detail/CVE-2023-1512,2025-01-15
CVE-2025-1728,2025-12-20,SQL injection flaw in Core Banking Framework backend parser allows unauthorized read and write access to sensitive database tables,8.6,FinTech Systems,Core Banking Framework,2.0.0,4.1.0,,True,0.58298,https://nvd.nist.gov/vuln/detail/CVE-2025-1728,2025-01-15
CVE-2023-2066,2023-01-21,Improper certificate validation in Core Banking Framework TLS transport handler allows man-in-the-middle data interception,4.1,FinTech Systems,Core Banking Framework,4.3.0,4.8.0,,False,0.00729,https://nvd.nist.gov/vuln/detail/CVE-2023-2066,2025-01-15
CVE-2026-2678,2026-02-22,Cross-site scripting (XSS) and CSRF in Core Banking Framework web interface allows attacker to hijack authenticated analyst sessions,4.1,FinTech Systems,Core Banking Framework,,,Affects builds prior to patch 4.2.2 unless Q4 security hotfix applied,False,0.04018,https://nvd.nist.gov/vuln/detail/CVE-2026-2678,2025-01-15
CVE-2023-8509,2023-03-23,Request smuggling and cache poisoning in Embedded IoT Gateway HTTP request pipeline allows session hijacking,6.2,IoT Systems,Embedded IoT Gateway,1.7.0,1.8.5,,False,0.02522,https://nvd.nist.gov/vuln/detail/CVE-2023-8509,2025-01-15
CVE-2023-6305,2023-04-24,Denial of service vulnerability in Core Banking Framework connection pool causes resource exhaustion and service freeze,6.9,FinTech Systems,Core Banking Framework,4.1.0,4.3.0,,False,0.037,https://nvd.nist.gov/vuln/detail/CVE-2023-6305,2025-01-15
CVE-2023-6988,2023-05-25,Information disclosure in Identity Provider SaaS API endpoint leaks sensitive cryptographic keys and internal session tokens,6.3,AuthCorp,Identity Provider SaaS,1.5.0,2.3.0,,False,0.03936,https://nvd.nist.gov/vuln/detail/CVE-2023-6988,2025-01-15
CVE-2023-9815,2023-06-26,Cross-site scripting (XSS) and CSRF in Enterprise Router OS web interface allows attacker to hijack authenticated analyst sessions,4.6,NetRoute,Enterprise Router OS,12.4,13.0,,False,0.04054,https://nvd.nist.gov/vuln/detail/CVE-2023-9815,2025-01-15
CVE-2023-4627,2023-07-27,Denial of service vulnerability in Identity Provider SaaS connection pool causes resource exhaustion and service freeze,7.0,AuthCorp,Identity Provider SaaS,,,Vendor advisory requires manual verification for custom IdP integrations,False,0.01173,https://nvd.nist.gov/vuln/detail/CVE-2023-4627,2025-01-15
CVE-2023-8509,2023-08-28,Cross-site scripting (XSS) and CSRF in Identity Provider SaaS web interface allows attacker to hijack authenticated analyst sessions,4.6,AuthCorp,Identity Provider SaaS,2.0.0,2.6.0,,False,0.00287,https://nvd.nist.gov/vuln/detail/CVE-2023-8509,2025-01-15
CVE-2022-6188,2022-09-01,SQL injection flaw in Enterprise Router OS backend parser allows unauthorized read and write access to sensitive database tables,8.5,NetRoute,Enterprise Router OS,12.1,12.3,,False,0.00572,https://nvd.nist.gov/vuln/detail/CVE-2022-6188,2025-01-15
CVE-2024-2899,2024-10-02,Denial of service vulnerability in Core Banking Framework connection pool causes resource exhaustion and service freeze,7.1,FinTech Systems,Core Banking Framework,4.0.0,4.2.5,,False,0.04958,https://nvd.nist.gov/vuln/detail/CVE-2024-2899,2025-01-15
CVE-2024-1851,2024-11-03,Information disclosure in Identity Provider SaaS API endpoint leaks sensitive cryptographic keys and internal session tokens,5.1,AuthCorp,Identity Provider SaaS,1.5.0,2.3.0,,False,0.74901,https://nvd.nist.gov/vuln/detail/CVE-2024-1851,2025-01-15
CVE-2025-7949,2025-12-04,Cross-site scripting (XSS) and CSRF in Cloud Database Engine web interface allows attacker to hijack authenticated analyst sessions,4.1,CloudData,Cloud Database Engine,5.2.0,5.5.0,,False,0.01512,https://nvd.nist.gov/vuln/detail/CVE-2025-7949,2025-01-15
CVE-2023-6305,2023-01-05,Remote code execution in Enterprise Router OS allows unauthenticated remote attacker to execute arbitrary commands with full system privileges,9.9,NetRoute,Enterprise Router OS,,,Manual inspection required for BGP routing daemon sub-module,False,0.47368,https://nvd.nist.gov/vuln/detail/CVE-2023-6305,2025-01-15
CVE-2024-2495,2024-02-06,Privilege escalation in Enterprise Router OS daemon allows low-privilege attacker to obtain elevated system administrator permissions,7.9,NetRoute,Enterprise Router OS,12.0,12.5,,False,0.95857,https://nvd.nist.gov/vuln/detail/CVE-2024-2495,2025-01-15
CVE-2024-1699,2024-03-07,Request smuggling and cache poisoning in Embedded IoT Gateway HTTP request pipeline allows session hijacking,5.8,IoT Systems,Embedded IoT Gateway,1.7.0,1.8.5,,False,0.02933,https://nvd.nist.gov/vuln/detail/CVE-2024-1699,2025-01-15
CVE-2026-6348,2026-04-08,Cross-site scripting (XSS) and CSRF in Embedded IoT Gateway web interface allows attacker to hijack authenticated analyst sessions,4.9,IoT Systems,Embedded IoT Gateway,1.0.0,1.7.5,,True,0.37535,https://nvd.nist.gov/vuln/detail/CVE-2026-6348,2025-01-15
CVE-2026-5465,2026-05-09,Information disclosure in Enterprise Router OS API endpoint leaks sensitive cryptographic keys and internal session tokens,6.2,NetRoute,Enterprise Router OS,9.0,11.5,,False,0.03084,https://nvd.nist.gov/vuln/detail/CVE-2026-5465,2025-01-15
CVE-2023-7619,2023-06-10,Request smuggling and cache poisoning in Embedded IoT Gateway HTTP request pipeline allows session hijacking,5.4,IoT Systems,Embedded IoT Gateway,1.9.0,2.2.0,,False,0.0444,https://nvd.nist.gov/vuln/detail/CVE-2023-7619,2025-01-15
CVE-2025-5199,2025-07-11,Remote code execution in Web Application Firewall allows unauthenticated remote attacker to execute arbitrary commands with full system privileges,9.2,SecNet,Web Application Firewall,,,Requires manual verification of active rule engine signatures,False,0.01299,https://nvd.nist.gov/vuln/detail/CVE-2025-5199,2025-01-15
CVE-2024-1699,2024-08-12,Pre-authentication buffer overflow in Web Application Firewall network listener leads to remote code execution,9.1,SecNet,Web Application Firewall,3.0.0,3.1.0,,False,0.03298,https://nvd.nist.gov/vuln/detail/CVE-2024-1699,2025-01-15
CVE-2026-8421,2026-09-13,SQL injection flaw in Web Application Firewall backend parser allows unauthorized read and write access to sensitive database tables,8.5,SecNet,Web Application Firewall,2.8.0,3.0.5,,False,0.03653,https://nvd.nist.gov/vuln/detail/CVE-2026-8421,2025-01-15
CVE-2026-5330,2026-10-14,Authentication bypass in Core Banking Framework session handling allows unauthenticated attacker to bypass administrative controls,8.1,FinTech Systems,Core Banking Framework,4.3.0,4.8.0,,False,0.02468,https://nvd.nist.gov/vuln/detail/CVE-2026-5330,2025-01-15
CVE-2026-6855,2026-11-15,Privilege escalation in Embedded IoT Gateway daemon allows low-privilege attacker to obtain elevated system administrator permissions,8.4,IoT Systems,Embedded IoT Gateway,0.8.0,1.6.0,,False,0.02566,https://nvd.nist.gov/vuln/detail/CVE-2026-6855,2025-01-15
CVE-2024-1956,2024-12-16,Request smuggling and cache poisoning in Core Banking Framework HTTP request pipeline allows session hijacking,5.0,FinTech Systems,Core Banking Framework,4.0.0,4.2.5,,False,0.46774,https://nvd.nist.gov/vuln/detail/CVE-2024-1956,2025-01-15
CVE-2023-3539,2023-01-17,Remote code execution in Identity Provider SaaS allows unauthenticated remote attacker to execute arbitrary commands with full system privileges,10.0,AuthCorp,Identity Provider SaaS,,,Vendor advisory requires manual verification for custom IdP integrations,False,0.0401,https://nvd.nist.gov/vuln/detail/CVE-2023-3539,2025-01-15
CVE-2025-9666,2025-02-18,Information disclosure in Enterprise Router OS API endpoint leaks sensitive cryptographic keys and internal session tokens,7.3,NetRoute,Enterprise Router OS,12.0,12.5,,True,0.81747,https://nvd.nist.gov/vuln/detail/CVE-2025-9666,2025-01-15
CVE-2024-6056,2024-03-19,SQL injection flaw in Embedded IoT Gateway backend parser allows unauthorized read and write access to sensitive database tables,8.5,IoT Systems,Embedded IoT Gateway,1.7.0,1.8.5,,False,0.01871,https://nvd.nist.gov/vuln/detail/CVE-2024-6056,2025-01-15
CVE-2024-8526,2024-04-20,Pre-authentication buffer overflow in Identity Provider SaaS network listener leads to remote code execution,9.1,AuthCorp,Identity Provider SaaS,1.0.0,2.4.5,,False,0.00667,https://nvd.nist.gov/vuln/detail/CVE-2024-8526,2025-01-15
CVE-2023-1262,2023-05-21,Privilege escalation in Core Banking Framework daemon allows low-privilege attacker to obtain elevated system administrator permissions,7.9,FinTech Systems,Core Banking Framework,4.3.0,4.8.0,,False,0.00732,https://nvd.nist.gov/vuln/detail/CVE-2023-1262,2025-01-15
CVE-2026-8164,2026-06-22,Cross-site scripting (XSS) and CSRF in Core Banking Framework web interface allows attacker to hijack authenticated analyst sessions,4.0,FinTech Systems,Core Banking Framework,,,Affects builds prior to patch 4.2.2 unless Q4 security hotfix applied,False,0.41348,https://nvd.nist.gov/vuln/detail/CVE-2026-8164,2025-01-15
CVE-2023-9308,2023-07-23,Denial of service vulnerability in Enterprise Router OS connection pool causes resource exhaustion and service freeze,6.3,NetRoute,Enterprise Router OS,,,Manual inspection required for BGP routing daemon sub-module,False,0.02575,https://nvd.nist.gov/vuln/detail/CVE-2023-9308,2025-01-15
CVE-2026-6734,2026-08-24,Privilege escalation in Core Banking Framework daemon allows low-privilege attacker to obtain elevated system administrator permissions,7.5,FinTech Systems,Core Banking Framework,4.1.0,4.3.0,,False,0.03037,https://nvd.nist.gov/vuln/detail/CVE-2026-6734,2025-01-15
CVE-2024-8343,2024-09-25,SQL injection flaw in Web Application Firewall backend parser allows unauthorized read and write access to sensitive database tables,8.8,SecNet,Web Application Firewall,2.8.0,3.0.5,,False,0.02516,https://nvd.nist.gov/vuln/detail/CVE-2024-8343,2025-01-15
CVE-2024-1851,2024-10-26,Authentication bypass in Web Application Firewall session handling allows unauthenticated attacker to bypass administrative controls,8.2,SecNet,Web Application Firewall,1.0.0,2.9.0,,False,0.01089,https://nvd.nist.gov/vuln/detail/CVE-2024-1851,2025-01-15
CVE-2023-8805,2023-11-27,Information disclosure in Identity Provider SaaS API endpoint leaks sensitive cryptographic keys and internal session tokens,6.6,AuthCorp,Identity Provider SaaS,1.5.0,2.3.0,,False,0.02198,https://nvd.nist.gov/vuln/detail/CVE-2023-8805,2025-01-15
CVE-2026-2060,2026-12-28,Cross-site scripting (XSS) and CSRF in Embedded IoT Gateway web interface allows attacker to hijack authenticated analyst sessions,4.4,IoT Systems,Embedded IoT Gateway,1.9.0,2.2.0,,False,0.03681,https://nvd.nist.gov/vuln/detail/CVE-2026-2060,2025-01-15
CVE-2023-2679,2023-01-01,Authentication bypass in Web Application Firewall session handling allows unauthenticated attacker to bypass administrative controls,8.5,SecNet,Web Application Firewall,,,Requires manual verification of active rule engine signatures,False,0.01055,https://nvd.nist.gov/vuln/detail/CVE-2023-2679,2025-01-15
CVE-2024-1863,2024-02-02,Information disclosure in Cloud Database Engine API endpoint leaks sensitive cryptographic keys and internal session tokens,6.0,CloudData,Cloud Database Engine,5.0.0,5.2.0,,True,0.31645,https://nvd.nist.gov/vuln/detail/CVE-2024-1863,2025-01-15
CVE-2022-2062,2022-03-03,Request smuggling and cache poisoning in Web Application Firewall HTTP request pipeline allows session hijacking,5.6,SecNet,Web Application Firewall,2.8.0,3.0.5,,False,0.04706,https://nvd.nist.gov/vuln/detail/CVE-2022-2062,2025-01-15
CVE-2025-2016,2025-04-04,Denial of service vulnerability in Web Application Firewall connection pool causes resource exhaustion and service freeze,5.4,SecNet,Web Application Firewall,1.0.0,2.9.0,,False,0.0243,https://nvd.nist.gov/vuln/detail/CVE-2025-2016,2025-01-15
CVE-2022-6864,2022-05-05,Privilege escalation in Core Banking Framework daemon allows low-privilege attacker to obtain elevated system administrator permissions,8.2,FinTech Systems,Core Banking Framework,1.0.0,3.9.0,,False,0.91466,https://nvd.nist.gov/vuln/detail/CVE-2022-6864,2025-01-15
CVE-2022-9352,2022-06-06,Cross-site scripting (XSS) and CSRF in Enterprise Router OS web interface allows attacker to hijack authenticated analyst sessions,4.0,NetRoute,Enterprise Router OS,12.4,13.0,,True,0.45315,https://nvd.nist.gov/vuln/detail/CVE-2022-9352,2025-01-15
CVE-2022-2959,2022-07-07,Improper certificate validation in Web Application Firewall TLS transport handler allows man-in-the-middle data interception,4.2,SecNet,Web Application Firewall,,,Requires manual verification of active rule engine signatures,False,0.03946,https://nvd.nist.gov/vuln/detail/CVE-2022-2959,2025-01-15
CVE-2025-7799,2025-08-08,Pre-authentication buffer overflow in Cloud Database Engine network listener leads to remote code execution,9.1,CloudData,Cloud Database Engine,5.0.0,5.2.0,,False,0.04273,https://nvd.nist.gov/vuln/detail/CVE-2025-7799,2025-01-15
CVE-2023-5736,2023-09-09,SQL injection flaw in Embedded IoT Gateway backend parser allows unauthorized read and write access to sensitive database tables,7.7,IoT Systems,Embedded IoT Gateway,1.7.0,1.8.5,,False,0.0161,https://nvd.nist.gov/vuln/detail/CVE-2023-5736,2025-01-15
CVE-2026-1769,2026-10-10,Pre-authentication buffer overflow in Web Application Firewall network listener leads to remote code execution,9.4,SecNet,Web Application Firewall,1.0.0,2.9.0,,True,0.75138,https://nvd.nist.gov/vuln/detail/CVE-2026-1769,2025-01-15
CVE-2026-6393,2026-11-11,Improper certificate validation in Cloud Database Engine TLS transport handler allows man-in-the-middle data interception,4.9,CloudData,Cloud Database Engine,3.0.0,4.9.0,,False,0.01724,https://nvd.nist.gov/vuln/detail/CVE-2026-6393,2025-01-15
CVE-2022-8560,2022-12-12,SQL injection flaw in Cloud Database Engine backend parser allows unauthorized read and write access to sensitive database tables,8.3,CloudData,Cloud Database Engine,5.2.0,5.5.0,,False,0.76495,https://nvd.nist.gov/vuln/detail/CVE-2022-8560,2025-01-15
CVE-2022-5737,2022-01-13,Denial of service vulnerability in Enterprise Router OS connection pool causes resource exhaustion and service freeze,7.3,NetRoute,Enterprise Router OS,,,Manual inspection required for BGP routing daemon sub-module,False,0.02449,https://nvd.nist.gov/vuln/detail/CVE-2022-5737,2025-01-15
CVE-2024-6578,2024-02-14,Privilege escalation in Cloud Database Engine daemon allows low-privilege attacker to obtain elevated system administrator permissions,8.0,CloudData,Cloud Database Engine,5.0.0,5.2.0,,False,0.88615,https://nvd.nist.gov/vuln/detail/CVE-2024-6578,2025-01-15
CVE-2022-1098,2022-03-15,Request smuggling and cache poisoning in Web Application Firewall HTTP request pipeline allows session hijacking,5.7,SecNet,Web Application Firewall,2.8.0,3.0.5,,False,0.54206,https://nvd.nist.gov/vuln/detail/CVE-2022-1098,2025-01-15
CVE-2022-5282,2022-04-16,Authentication bypass in Identity Provider SaaS session handling allows unauthenticated attacker to bypass administrative controls,8.7,AuthCorp,Identity Provider SaaS,1.0.0,2.4.5,,False,0.00865,https://nvd.nist.gov/vuln/detail/CVE-2022-5282,2025-01-15
CVE-2024-4157,2024-05-17,Privilege escalation in Web Application Firewall daemon allows low-privilege attacker to obtain elevated system administrator permissions,8.5,SecNet,Web Application Firewall,2.0.0,2.9.9,,True,0.38585,https://nvd.nist.gov/vuln/detail/CVE-2024-4157,2025-01-15
CVE-2022-4763,2022-06-18,Request smuggling and cache poisoning in Web Application Firewall HTTP request pipeline allows session hijacking,5.0,SecNet,Web Application Firewall,3.1.0,3.5.0,,False,0.02823,https://nvd.nist.gov/vuln/detail/CVE-2022-4763,2025-01-15
CVE-2023-4627,2023-07-19,Denial of service vulnerability in Cloud Database Engine connection pool causes resource exhaustion and service freeze,7.3,CloudData,Cloud Database Engine,,,Applies to multi-node cluster deployments; verify engine patch level,False,0.53369,https://nvd.nist.gov/vuln/detail/CVE-2023-4627,2025-01-15
CVE-2022-9006,2022-08-20,Information disclosure in Enterprise Router OS API endpoint leaks sensitive cryptographic keys and internal session tokens,6.3,NetRoute,Enterprise Router OS,12.0,12.5,,False,0.02286,https://nvd.nist.gov/vuln/detail/CVE-2022-9006,2025-01-15
CVE-2025-1004,2025-09-21,SQL injection flaw in Identity Provider SaaS backend parser allows unauthorized read and write access to sensitive database tables,8.7,AuthCorp,Identity Provider SaaS,2.4.0,2.5.5,,False,0.0264,https://nvd.nist.gov/vuln/detail/CVE-2025-1004,2025-01-15
CVE-2023-7819,2023-10-22,Denial of service vulnerability in Embedded IoT Gateway connection pool causes resource exhaustion and service freeze,5.7,IoT Systems,Embedded IoT Gateway,1.0.0,1.7.5,,False,0.01019,https://nvd.nist.gov/vuln/detail/CVE-2023-7819,2025-01-15
CVE-2026-3914,2026-11-23,Improper certificate validation in Cloud Database Engine TLS transport handler allows man-in-the-middle data interception,4.9,CloudData,Cloud Database Engine,3.0.0,4.9.0,,False,0.01618,https://nvd.nist.gov/vuln/detail/CVE-2026-3914,2025-01-15
CVE-2024-7801,2024-12-24,Request smuggling and cache poisoning in Identity Provider SaaS HTTP request pipeline allows session hijacking,5.7,AuthCorp,Identity Provider SaaS,2.6.0,3.0.0,,False,0.43737,https://nvd.nist.gov/vuln/detail/CVE-2024-7801,2025-01-15
CVE-2025-7949,2025-01-25,Authentication bypass in Core Banking Framework session handling allows unauthenticated attacker to bypass administrative controls,8.4,FinTech Systems,Core Banking Framework,3.5.0,4.2.2,,False,0.04003,https://nvd.nist.gov/vuln/detail/CVE-2025-7949,2025-01-15
CVE-2022-3502,2022-02-26,Pre-authentication buffer overflow in Identity Provider SaaS network listener leads to remote code execution,9.3,AuthCorp,Identity Provider SaaS,2.0.0,2.6.0,,False,0.04837,https://nvd.nist.gov/vuln/detail/CVE-2022-3502,2025-01-15
CVE-2026-7019,2026-03-27,Remote code execution in Core Banking Framework allows unauthenticated remote attacker to execute arbitrary commands with full system privileges,9.9,FinTech Systems,Core Banking Framework,2.0.0,4.1.0,,False,0.00871,https://nvd.nist.gov/vuln/detail/CVE-2026-7019,2025-01-15
CVE-2025-7546,2025-04-28,Denial of service vulnerability in Cloud Database Engine connection pool causes resource exhaustion and service freeze,6.6,CloudData,Cloud Database Engine,4.0.0,5.0.0,,False,0.68063,https://nvd.nist.gov/vuln/detail/CVE-2025-7546,2025-01-15
CVE-2026-8004,2026-05-01,Privilege escalation in Enterprise Router OS daemon allows low-privilege attacker to obtain elevated system administrator permissions,8.9,NetRoute,Enterprise Router OS,9.0,11.5,,False,0.04869,https://nvd.nist.gov/vuln/detail/CVE-2026-8004,2025-01-15
CVE-2023-2540,2023-06-02,Pre-authentication buffer overflow in Embedded IoT Gateway network listener leads to remote code execution,9.5,IoT Systems,Embedded IoT Gateway,1.9.0,2.2.0,,False,0.04941,https://nvd.nist.gov/vuln/detail/CVE-2023-2540,2025-01-15
CVE-2023-6442,2023-07-03,Improper certificate validation in Cloud Database Engine TLS transport handler allows man-in-the-middle data interception,4.6,CloudData,Cloud Database Engine,,,Applies to multi-node cluster deployments; verify engine patch level,False,0.5366,https://nvd.nist.gov/vuln/detail/CVE-2023-6442,2025-01-15
CVE-2024-8526,2024-08-04,Information disclosure in Enterprise Router OS API endpoint leaks sensitive cryptographic keys and internal session tokens,6.6,NetRoute,Enterprise Router OS,12.0,12.5,,False,0.04041,https://nvd.nist.gov/vuln/detail/CVE-2024-8526,2025-01-15
CVE-2025-4486,2025-09-05,SQL injection flaw in Identity Provider SaaS backend parser allows unauthorized read and write access to sensitive database tables,7.8,AuthCorp,Identity Provider SaaS,2.4.0,2.5.5,,False,0.01659,https://nvd.nist.gov/vuln/detail/CVE-2025-4486,2025-01-15
CVE-2025-5946,2025-10-06,Authentication bypass in Embedded IoT Gateway session handling allows unauthenticated attacker to bypass administrative controls,8.1,IoT Systems,Embedded IoT Gateway,1.0.0,1.7.5,,False,0.04959,https://nvd.nist.gov/vuln/detail/CVE-2025-5946,2025-01-15
CVE-2026-6745,2026-11-07,Information disclosure in Enterprise Router OS API endpoint leaks sensitive cryptographic keys and internal session tokens,5.8,NetRoute,Enterprise Router OS,9.0,11.5,,False,0.04362,https://nvd.nist.gov/vuln/detail/CVE-2026-6745,2025-01-15
CVE-2023-5859,2023-12-08,SQL injection flaw in Enterprise Router OS backend parser allows unauthorized read and write access to sensitive database tables,8.7,NetRoute,Enterprise Router OS,12.4,13.0,,False,0.04541,https://nvd.nist.gov/vuln/detail/CVE-2023-5859,2025-01-15
CVE-2026-1659,2026-01-09,Denial of service vulnerability in Core Banking Framework connection pool causes resource exhaustion and service freeze,7.3,FinTech Systems,Core Banking Framework,4.0.0,4.2.5,,False,0.00598,https://nvd.nist.gov/vuln/detail/CVE-2026-1659,2025-01-15
CVE-2023-8554,2023-02-10,Pre-authentication buffer overflow in Web Application Firewall network listener leads to remote code execution,9.5,SecNet,Web Application Firewall,3.0.0,3.1.0,,False,0.00139,https://nvd.nist.gov/vuln/detail/CVE-2023-8554,2025-01-15
CVE-2025-8390,2025-03-11,Request smuggling and cache poisoning in Enterprise Router OS HTTP request pipeline allows session hijacking,5.8,NetRoute,Enterprise Router OS,12.1,12.3,,False,0.0437,https://nvd.nist.gov/vuln/detail/CVE-2025-8390,2025-01-15
CVE-2024-5499,2024-04-12,Cross-site scripting (XSS) and CSRF in Web Application Firewall web interface allows attacker to hijack authenticated analyst sessions,4.7,SecNet,Web Application Firewall,1.0.0,2.9.0,,True,0.47905,https://nvd.nist.gov/vuln/detail/CVE-2024-5499,2025-01-15
CVE-2023-2540,2023-05-13,Information disclosure in Enterprise Router OS API endpoint leaks sensitive cryptographic keys and internal session tokens,6.8,NetRoute,Enterprise Router OS,9.0,11.5,,False,0.01521,https://nvd.nist.gov/vuln/detail/CVE-2023-2540,2025-01-15
CVE-2023-9945,2023-06-14,Cross-site scripting (XSS) and CSRF in Enterprise Router OS web interface allows attacker to hijack authenticated analyst sessions,4.3,NetRoute,Enterprise Router OS,12.4,13.0,,False,0.03356,https://nvd.nist.gov/vuln/detail/CVE-2023-9945,2025-01-15
CVE-2023-8806,2023-07-15,Authentication bypass in Embedded IoT Gateway session handling allows unauthenticated attacker to bypass administrative controls,7.5,IoT Systems,Embedded IoT Gateway,,,Affects firmware builds without TPM attestation enabled,False,0.02631,https://nvd.nist.gov/vuln/detail/CVE-2023-8806,2025-01-15
CVE-2026-5849,2026-08-16,Privilege escalation in Core Banking Framework daemon allows low-privilege attacker to obtain elevated system administrator permissions,7.6,FinTech Systems,Core Banking Framework,4.0.0,4.2.5,,False,0.91855,https://nvd.nist.gov/vuln/detail/CVE-2026-5849,2025-01-15
CVE-2025-2016,2025-09-17,Improper certificate validation in Enterprise Router OS TLS transport handler allows man-in-the-middle data interception,4.4,NetRoute,Enterprise Router OS,12.1,12.3,,False,0.77223,https://nvd.nist.gov/vuln/detail/CVE-2025-2016,2025-01-15
CVE-2024-5413,2024-10-18,Authentication bypass in Web Application Firewall session handling allows unauthenticated attacker to bypass administrative controls,8.6,SecNet,Web Application Firewall,1.0.0,2.9.0,,False,0.02245,https://nvd.nist.gov/vuln/detail/CVE-2024-5413,2025-01-15
CVE-2023-6988,2023-11-19,Privilege escalation in Core Banking Framework daemon allows low-privilege attacker to obtain elevated system administrator permissions,7.8,FinTech Systems,Core Banking Framework,1.0.0,3.9.0,,False,0.01225,https://nvd.nist.gov/vuln/detail/CVE-2023-6988,2025-01-15
CVE-2024-4152,2024-12-20,Request smuggling and cache poisoning in Embedded IoT Gateway HTTP request pipeline allows session hijacking,6.3,IoT Systems,Embedded IoT Gateway,1.9.0,2.2.0,,False,0.04755,https://nvd.nist.gov/vuln/detail/CVE-2024-4152,2025-01-15
CVE-2024-8343,2024-01-21,Authentication bypass in Identity Provider SaaS session handling allows unauthenticated attacker to bypass administrative controls,8.5,AuthCorp,Identity Provider SaaS,,,Vendor advisory requires manual verification for custom IdP integrations,False,0.00401,https://nvd.nist.gov/vuln/detail/CVE-2024-8343,2025-01-15
CVE-2024-9319,2024-02-22,Information disclosure in Cloud Database Engine API endpoint leaks sensitive cryptographic keys and internal session tokens,6.2,CloudData,Cloud Database Engine,5.0.0,5.2.0,,False,0.39522,https://nvd.nist.gov/vuln/detail/CVE-2024-9319,2025-01-15
CVE-2025-4510,2025-03-23,Request smuggling and cache poisoning in Core Banking Framework HTTP request pipeline allows session hijacking,6.9,FinTech Systems,Core Banking Framework,4.0.0,4.2.5,,False,0.01439,https://nvd.nist.gov/vuln/detail/CVE-2025-4510,2025-01-15
